0,0.0,1.0,0.2890212838293519,-1.4511600276277976,-0.8831331945721858,-0.3886597901865286,-1.0047956244259384,1.6942460214407684,-0.4868349044431689,1.4743301605829977,0.106487329475769,-0.2733003739486541,-1.1166913977729964,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,1.0,0.0,0.2890212838293519,-0.6280529909375683,-0.8831331945721858,0.6263163339371682,-0.8578627796027974,-1.4863034173810314,-0.4868349044431689,0.1118343757804681,0.5954785350163342,-0.2733003739486541,-0.829227088567441,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
1,1.0,0.0,-0.889656713860356,1.0181610824428906,-0.8831331945721858,-0.0304329228487532,-0.0742209405460449,-0.6719066752605707,-0.4868349044431689,-0.1123642157780575,-1.1567399515040244,-0.2733003739486541,0.4016911926284035,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1,0.0,1.0,0.2890212838293519,1.0181610824428906,1.48770998795951,1.163656634943831,-0.368086630192327,1.6774142922713466,-0.4868349044431689,1.0796895777616111,1.3697146104555624,-0.2733003739486541,1.123898096829984,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0
0,0.0,1.0,1.4676992815190597,-0.6280529909375683,1.48770998795951,-1.04540904697245,2.3746598065063065,1.143977952440457,-0.4868349044431689,1.816159729745406,1.5734609460974645,-0.2733003739486541,-0.1142764117400124,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0
0,1.0,0.0,0.2890212838293519,1.0181610824428906,1.48770998795951,-1.523044870089484,1.297152277803272,-0.2938401431474154,0.5518740419346677,0.3699322482642285,0.7584756035298559,-0.2733003739486541,-0.1372111226733866,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0
1,1.0,0.0,-0.889656713860356,1.0181610824428906,-0.8831331945721858,-0.0901374007383824,-0.8088851646617503,0.672042161497837,-0.4868349044431689,-0.8271804337817164,-1.2789877528891658,-0.2733003739486541,0.6381656817335853,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
1,0.0,1.0,-0.889656713860356,1.0181610824428906,0.3022883966936621,0.3874984223786513,-0.5639970899565152,-0.0640223025649326,-0.4868349044431689,-0.9771504743603,-1.0752414172472635,-0.2733003739486541,0.3047337418857963,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0
0,1.0,0.0,0.2890212838293519,-1.4511600276277976,-0.8831331945721858,-0.3289553122968993,-1.0047956244259384,-0.9522197033513176,-0.4868349044431689,-0.6340916425701982,0.7992248706582363,-0.2733003739486541,-1.3283586360281343,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
0,0.0,1.0,-0.889656713860356,0.1950540457526611,-0.8831331945721858,0.4472029002682806,0.3175999789823313,-0.4569784412510373,-0.4868349044431689,0.161997746856722,-1.2789877528891658,0.1250552828643366,-0.9498166421475056,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
